transcript_id	drop_status	description
ENSMUST00000185515	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185516	True	Fatal: Missing `CDS`
ENSMUST00000185517	True	Fatal: Missing `CDS`
ENSMUST00000185518	True	Fatal: Missing `CDS`
ENSMUST00000185519	True	Fatal: Missing `CDS`
ENSMUST00000185520	False	Warning: Missing `3'UTR'
ENSMUST00000185521	True	Fatal: Missing `CDS`
ENSMUST00000185523	True	Fatal: Missing `CDS`
ENSMUST00000185525	True	Fatal: Missing `CDS`
ENSMUST00000185527	False	Warning: Missing `3'UTR'
ENSMUST00000185528	True	Fatal: Missing `CDS`
ENSMUST00000185529	True	Fatal: Missing `CDS`
ENSMUST00000185530	True	Fatal: Missing `CDS`
ENSMUST00000185531	False	Warning: Missing `3'UTR'
ENSMUST00000185532	True	Fatal: Missing `CDS`
ENSMUST00000185533	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185535	True	Fatal: Missing `CDS`
ENSMUST00000185536	True	Fatal: Missing `CDS`
ENSMUST00000185537	True	Fatal: Missing `CDS`
ENSMUST00000185538	True	Fatal: Missing `CDS`
ENSMUST00000185539	False	Warning: Missing `5'UTR'
ENSMUST00000185540	True	Fatal: Missing `CDS`
ENSMUST00000185541	True	Fatal: Missing `CDS`
ENSMUST00000185542	True	Fatal: Missing `CDS`
ENSMUST00000185543	True	Fatal: Missing `CDS`
ENSMUST00000185544	True	Fatal: Missing `CDS`
ENSMUST00000185545	True	Fatal: Missing `CDS`
ENSMUST00000185546	True	Fatal: Missing `CDS`
ENSMUST00000185547	True	Fatal: Missing `CDS`
ENSMUST00000185548	True	Fatal: Missing `CDS`
ENSMUST00000185549	True	Fatal: Missing `CDS`
ENSMUST00000185551	True	Fatal: Missing `CDS`
ENSMUST00000185552	True	Fatal: Missing `CDS`
ENSMUST00000185553	False	Warning: Missing `3'UTR'
ENSMUST00000185554	True	Fatal: Missing `CDS`
ENSMUST00000185555	True	Fatal: Missing `CDS`
ENSMUST00000185556	True	Fatal: Missing `CDS`
ENSMUST00000185557	True	Fatal: Missing `CDS`
ENSMUST00000185559	True	Fatal: Missing `CDS`
ENSMUST00000185561	True	Fatal: Missing `CDS`
ENSMUST00000185562	True	Fatal: Missing `CDS`
ENSMUST00000185563	True	Fatal: Missing `CDS`
ENSMUST00000185564	True	Fatal: Missing `CDS`
ENSMUST00000185567	True	Fatal: Missing `CDS`
ENSMUST00000185568	True	Fatal: Missing `CDS`
ENSMUST00000185570	True	Fatal: Missing `CDS`
ENSMUST00000185571	True	Fatal: Missing `CDS`
ENSMUST00000185572	True	Fatal: Missing `CDS`
ENSMUST00000185573	True	Fatal: Missing `CDS`
ENSMUST00000185574	True	Fatal: Missing `CDS`
ENSMUST00000185577	True	Fatal: Missing `CDS`
ENSMUST00000185578	True	Fatal: Missing `CDS`
ENSMUST00000185579	True	Fatal: Missing `CDS`
ENSMUST00000185582	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185583	True	Fatal: Missing `CDS`
ENSMUST00000185584	True	Fatal: Missing `CDS`
ENSMUST00000185585	True	Fatal: Missing `CDS`
ENSMUST00000185586	True	Fatal: Missing `CDS`
ENSMUST00000185587	True	Fatal: Missing `CDS`
ENSMUST00000185588	True	Fatal: Missing `CDS`
ENSMUST00000185589	True	Fatal: Missing `CDS`
ENSMUST00000185590	True	Fatal: Missing `CDS`
ENSMUST00000185591	True	Fatal: Missing `CDS`
ENSMUST00000185592	True	Fatal: Missing `CDS`
ENSMUST00000185593	True	Fatal: Missing `CDS`
ENSMUST00000185596	False	Warning: Missing `5'UTR'
ENSMUST00000185597	True	Fatal: Missing `CDS`
ENSMUST00000185598	True	Fatal: Missing `CDS`
ENSMUST00000185599	True	Fatal: Missing `CDS`
ENSMUST00000185600	True	Fatal: Missing `CDS`
ENSMUST00000185601	False	Warning: Missing `5'UTR'
ENSMUST00000185602	True	Fatal: Missing `CDS`
ENSMUST00000185603	True	Fatal: Missing `CDS`
ENSMUST00000185604	True	Fatal: Missing `CDS`
ENSMUST00000185605	True	Fatal: Missing `CDS`
ENSMUST00000185606	False	Warning: Missing `3'UTR'
ENSMUST00000185607	True	Fatal: Missing `CDS`
ENSMUST00000185608	True	Fatal: Missing `CDS`
ENSMUST00000185609	True	Fatal: Missing `CDS`
ENSMUST00000185610	True	Fatal: Missing `CDS`
ENSMUST00000185611	True	Fatal: Missing `CDS`
ENSMUST00000185613	True	Fatal: Missing `CDS`
ENSMUST00000185614	True	Fatal: Missing `CDS`
ENSMUST00000185615	True	Fatal: Missing `CDS`
ENSMUST00000185616	True	Fatal: Missing `CDS`
ENSMUST00000185617	True	Fatal: Missing `CDS`
ENSMUST00000185619	True	Fatal: Missing `CDS`
ENSMUST00000185620	True	Fatal: Missing `CDS`
ENSMUST00000185621	True	Fatal: Missing `CDS`
ENSMUST00000185622	True	Fatal: Missing `CDS`
ENSMUST00000185623	True	Fatal: Missing `CDS`
ENSMUST00000185624	True	Fatal: Missing `CDS`
ENSMUST00000185625	True	Fatal: Missing `CDS`
ENSMUST00000185626	True	Fatal: Missing `CDS`
ENSMUST00000185627	True	Fatal: Missing `CDS`
ENSMUST00000185628	True	Fatal: Missing `CDS`
ENSMUST00000185629	True	Fatal: Missing `CDS`
ENSMUST00000185630	True	Fatal: Missing `CDS`
ENSMUST00000185631	True	Fatal: Missing `CDS`
ENSMUST00000185632	True	Fatal: Missing `CDS`
ENSMUST00000185634	True	Fatal: Missing `CDS`
ENSMUST00000185635	True	Fatal: Missing `CDS`
ENSMUST00000185637	True	Fatal: Missing `CDS`
ENSMUST00000185638	True	Fatal: Missing `CDS`
ENSMUST00000185639	True	Fatal: Missing `CDS`
ENSMUST00000185640	True	Fatal: Missing `CDS`
ENSMUST00000185642	True	Fatal: Missing `CDS`
ENSMUST00000185643	True	Fatal: Missing `CDS`
ENSMUST00000185645	True	Fatal: Missing `CDS`
ENSMUST00000185646	True	Fatal: Missing `CDS`
ENSMUST00000185647	True	Fatal: Missing `CDS`
ENSMUST00000185649	True	Fatal: Missing `CDS`
ENSMUST00000185650	True	Fatal: Missing `CDS`
ENSMUST00000185651	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185652	True	Fatal: Missing `CDS`
ENSMUST00000185653	True	Fatal: Missing `CDS`
ENSMUST00000185654	False	Warning: Missing `3'UTR'
ENSMUST00000185655	True	Fatal: Missing `CDS`
ENSMUST00000185656	False	Warning: Missing `5'UTR'
ENSMUST00000185657	True	Fatal: Missing `CDS`
ENSMUST00000185658	True	Fatal: Missing `CDS`
ENSMUST00000185659	True	Fatal: Missing `CDS`
ENSMUST00000185660	True	Fatal: Missing `CDS`
ENSMUST00000185661	True	Fatal: Missing `CDS`
ENSMUST00000185662	True	Fatal: Missing `CDS`
ENSMUST00000185663	True	Fatal: Missing `CDS`
ENSMUST00000185668	True	Fatal: Missing `CDS`
ENSMUST00000185669	True	Fatal: Missing `CDS`
ENSMUST00000185670	True	Fatal: Missing `CDS`
ENSMUST00000185671	True	Fatal: Missing `CDS`
ENSMUST00000185672	True	Fatal: Missing `CDS`
ENSMUST00000185673	False	Warning: Missing `3'UTR'
ENSMUST00000185674	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185676	True	Fatal: Missing `CDS`
ENSMUST00000185677	True	Fatal: Missing `CDS`
ENSMUST00000185678	True	Fatal: Missing `CDS`
ENSMUST00000185679	True	Fatal: Missing `CDS`
ENSMUST00000185680	True	Fatal: Missing `CDS`
ENSMUST00000185681	True	Fatal: Missing `CDS`
ENSMUST00000185683	True	Fatal: Missing `CDS`
ENSMUST00000185684	True	Fatal: Missing `CDS`
ENSMUST00000185685	True	Fatal: Missing `CDS`
ENSMUST00000185686	True	Fatal: Missing `CDS`
ENSMUST00000185687	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185688	True	Fatal: Missing `CDS`
ENSMUST00000185689	True	Fatal: Missing `CDS`
ENSMUST00000185690	True	Fatal: Missing `CDS`
ENSMUST00000185692	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185693	True	Fatal: Missing `CDS`
ENSMUST00000185694	True	Fatal: Missing `CDS`
ENSMUST00000185695	True	Fatal: Missing `CDS`
ENSMUST00000185696	True	Fatal: Missing `CDS`
ENSMUST00000185697	True	Fatal: Missing `CDS`
ENSMUST00000185699	True	Fatal: Missing `CDS`
ENSMUST00000185700	True	Fatal: Missing `CDS`
ENSMUST00000185701	True	Fatal: Missing `CDS`
ENSMUST00000185702	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185703	True	Fatal: Missing `CDS`
ENSMUST00000185704	True	Fatal: Missing `CDS`
ENSMUST00000185706	True	Fatal: Missing `CDS`
ENSMUST00000185707	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185708	True	Fatal: Missing `CDS`
ENSMUST00000185709	True	Fatal: Missing `CDS`
ENSMUST00000185710	True	Fatal: Missing `CDS`
ENSMUST00000185711	True	Fatal: Missing `CDS`
ENSMUST00000185712	True	Fatal: Missing `CDS`
ENSMUST00000185714	False	Warning: Missing `3'UTR'
ENSMUST00000185715	False	Warning: Missing `3'UTR'
ENSMUST00000185716	True	Fatal: Missing `CDS`
ENSMUST00000185717	True	Fatal: Missing `CDS`
ENSMUST00000185718	True	Fatal: Missing `CDS`
ENSMUST00000185719	True	Fatal: Missing `CDS`
ENSMUST00000185720	True	Fatal: Missing `CDS`
ENSMUST00000185721	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185722	True	Fatal: Missing `CDS`
ENSMUST00000185723	True	Fatal: Missing `CDS`
ENSMUST00000185724	False	Warning: Missing `3'UTR'
ENSMUST00000185725	True	Fatal: Missing `CDS`
ENSMUST00000185726	True	Fatal: Missing `CDS`
ENSMUST00000185727	True	Fatal: Missing `CDS`
ENSMUST00000185728	True	Fatal: Missing `CDS`
ENSMUST00000185729	True	Fatal: Missing `CDS`
ENSMUST00000185730	True	Fatal: Missing `CDS`
ENSMUST00000185732	False	Warning: Missing `3'UTR'
ENSMUST00000185733	False	Warning: Missing `3'UTR'
ENSMUST00000185734	True	Fatal: Missing `CDS`
ENSMUST00000185735	True	Fatal: Missing `CDS`
ENSMUST00000185736	True	Fatal: Missing `CDS`
ENSMUST00000185737	True	Fatal: Missing `CDS`
ENSMUST00000185738	True	Fatal: Missing `CDS`
ENSMUST00000185739	False	Warning: Missing `3'UTR'
ENSMUST00000185740	True	Fatal: Missing `CDS`
ENSMUST00000185741	True	Fatal: Missing `CDS`
ENSMUST00000185742	True	Fatal: Missing `CDS`
ENSMUST00000185743	True	Fatal: Missing `CDS`
ENSMUST00000185744	True	Fatal: Missing `CDS`
ENSMUST00000185745	True	Fatal: Missing `CDS`
ENSMUST00000185746	True	Fatal: Missing `CDS`
ENSMUST00000185747	True	Fatal: Missing `CDS`
ENSMUST00000185748	False	Warning: Missing `3'UTR'
ENSMUST00000185749	True	Fatal: Missing `CDS`
ENSMUST00000185750	True	Fatal: Missing `CDS`
ENSMUST00000185751	True	Fatal: Missing `CDS`
ENSMUST00000185753	True	Fatal: Missing `CDS`
ENSMUST00000185754	True	Fatal: Missing `CDS`
ENSMUST00000185756	True	Fatal: Missing `CDS`
ENSMUST00000185757	True	Fatal: Missing `CDS`
ENSMUST00000185759	True	Fatal: Missing `CDS`
ENSMUST00000185760	True	Fatal: Missing `CDS`
ENSMUST00000185761	True	Fatal: Missing `CDS`
ENSMUST00000185762	False	Warning: Missing `3'UTR'
ENSMUST00000185763	False	Warning: Missing `3'UTR'
ENSMUST00000185764	True	Fatal: Missing `CDS`
ENSMUST00000185765	True	Fatal: Missing `CDS`
ENSMUST00000185766	True	Fatal: Missing `CDS`
ENSMUST00000185767	False	Warning: Missing `3'UTR'
ENSMUST00000185768	True	Fatal: Missing `CDS`
ENSMUST00000185769	True	Fatal: Missing `CDS`
ENSMUST00000185770	True	Fatal: Missing `CDS`
ENSMUST00000185772	False	Warning: Missing `3'UTR'
ENSMUST00000185773	True	Fatal: Missing `CDS`
ENSMUST00000185774	True	Fatal: Missing `CDS`
ENSMUST00000185775	True	Fatal: Missing `CDS`
ENSMUST00000185777	True	Fatal: Missing `CDS`
ENSMUST00000185778	True	Fatal: Missing `CDS`
ENSMUST00000185779	False	Warning: Missing `3'UTR'
ENSMUST00000185780	False	Warning: Missing `5'UTR'
ENSMUST00000185781	True	Fatal: Missing `CDS`
ENSMUST00000185782	True	Fatal: Missing `CDS`
ENSMUST00000185783	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185784	True	Fatal: Missing `CDS`
ENSMUST00000185785	False	Warning: Missing `3'UTR'
ENSMUST00000185786	True	Fatal: Missing `CDS`
ENSMUST00000185787	True	Fatal: Missing `CDS`
ENSMUST00000185788	False	Warning: Missing `5'UTR'
ENSMUST00000185789	True	Fatal: Missing `CDS`
ENSMUST00000185790	False	Warning: Missing `5'UTR'
ENSMUST00000185791	True	Fatal: Missing `CDS`
ENSMUST00000185792	True	Fatal: Missing `CDS`
ENSMUST00000185793	True	Fatal: Missing `CDS`
ENSMUST00000185794	True	Fatal: Missing `CDS`
ENSMUST00000185795	False	Warning: Missing `3'UTR'
ENSMUST00000185796	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185798	True	Fatal: Missing `CDS`
ENSMUST00000185799	False	Warning: Missing `3'UTR'
ENSMUST00000185801	True	Fatal: Missing `CDS`
ENSMUST00000185802	True	Fatal: Missing `CDS`
ENSMUST00000185803	True	Fatal: Missing `CDS`
ENSMUST00000185804	True	Fatal: Missing `CDS`
ENSMUST00000185805	True	Fatal: Missing `CDS`
ENSMUST00000185806	True	Fatal: Missing `CDS`
ENSMUST00000185807	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185808	True	Fatal: Missing `CDS`
ENSMUST00000185809	True	Fatal: Missing `CDS`
ENSMUST00000185810	True	Fatal: Missing `CDS`
ENSMUST00000185811	True	Fatal: Missing `CDS`
ENSMUST00000185812	True	Fatal: Missing `CDS`
ENSMUST00000185813	True	Fatal: Missing `CDS`
ENSMUST00000185814	True	Fatal: Missing `CDS`
ENSMUST00000185815	True	Fatal: Missing `CDS`
ENSMUST00000185816	True	Fatal: Missing `CDS`
ENSMUST00000185817	True	Fatal: Missing `CDS`
ENSMUST00000185818	True	Fatal: Missing `CDS`
ENSMUST00000185819	True	Fatal: Missing `CDS`
ENSMUST00000185820	True	Fatal: Missing `CDS`
ENSMUST00000185822	True	Fatal: Missing `CDS`
ENSMUST00000185823	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185824	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185825	True	Fatal: Missing `CDS`
ENSMUST00000185826	True	Fatal: Missing `CDS`
ENSMUST00000185827	True	Fatal: Missing `CDS`
ENSMUST00000185828	True	Fatal: Missing `CDS`
ENSMUST00000185829	True	Fatal: Missing `CDS`
ENSMUST00000185830	True	Fatal: Missing `CDS`
ENSMUST00000185831	True	Fatal: Missing `CDS`
ENSMUST00000185832	True	Fatal: Missing `CDS`
ENSMUST00000185833	True	Fatal: Missing `CDS`
ENSMUST00000185834	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185835	True	Fatal: Missing `CDS`
ENSMUST00000185836	False	Warning: Missing `5'UTR'
ENSMUST00000185837	True	Fatal: Missing `CDS`
ENSMUST00000185838	True	Fatal: Missing `CDS`
ENSMUST00000185839	True	Fatal: Missing `CDS`
ENSMUST00000185840	True	Fatal: Missing `CDS`
ENSMUST00000185841	False	Warning: Missing `5'UTR'
ENSMUST00000185842	True	Fatal: Missing `CDS`
ENSMUST00000185843	True	Fatal: Missing `CDS`
ENSMUST00000185844	True	Fatal: Missing `CDS`
ENSMUST00000185845	True	Fatal: Missing `CDS`
ENSMUST00000185846	True	Fatal: Missing `CDS`
ENSMUST00000185847	False	Warning: Missing `3'UTR'
ENSMUST00000185848	True	Fatal: Missing `CDS`
ENSMUST00000185849	False	Warning: Missing `3'UTR'
ENSMUST00000185850	True	Fatal: Missing `CDS`
ENSMUST00000185851	True	Fatal: Missing `CDS`
ENSMUST00000185853	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185854	True	Fatal: Missing `CDS`
ENSMUST00000185855	True	Fatal: Missing `CDS`
ENSMUST00000185856	True	Fatal: Missing `CDS`
ENSMUST00000185857	True	Fatal: Missing `CDS`
ENSMUST00000185858	True	Fatal: Missing `CDS`
ENSMUST00000185859	True	Fatal: Missing `CDS`
ENSMUST00000185860	True	Fatal: Missing `CDS`
ENSMUST00000185862	True	Fatal: Missing `CDS`
ENSMUST00000185863	False	Warning: Missing `3'UTR'
ENSMUST00000185864	True	Fatal: Missing `CDS`
ENSMUST00000185865	True	Fatal: Missing `CDS`
ENSMUST00000185866	True	Fatal: Missing `CDS`
ENSMUST00000185867	True	Fatal: Missing `CDS`
ENSMUST00000185868	True	Fatal: Missing `CDS`
ENSMUST00000185869	True	Fatal: Missing `CDS`
ENSMUST00000185870	True	Fatal: Missing `CDS`
ENSMUST00000185871	False	Warning: Missing `3'UTR'
ENSMUST00000185872	True	Fatal: Missing `CDS`
ENSMUST00000185873	False	Warning: Missing `3'UTR'
ENSMUST00000185874	False	Warning: Missing `3'UTR'
ENSMUST00000185875	True	Fatal: Missing `CDS`
ENSMUST00000185876	True	Fatal: Missing `CDS`
ENSMUST00000185877	True	Fatal: Missing `CDS`
ENSMUST00000185878	True	Fatal: Missing `CDS`
ENSMUST00000185879	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185880	True	Fatal: Missing `CDS`
ENSMUST00000185881	True	Fatal: Missing `CDS`
ENSMUST00000185883	True	Fatal: Missing `CDS`
ENSMUST00000185884	True	Fatal: Missing `CDS`
ENSMUST00000185885	True	Fatal: Missing `CDS`
ENSMUST00000185886	True	Fatal: Missing `CDS`
ENSMUST00000185887	True	Fatal: Missing `CDS`
ENSMUST00000185888	True	Fatal: Missing `CDS`
ENSMUST00000185889	True	Fatal: Missing `CDS`
ENSMUST00000185890	True	Fatal: Missing `CDS`
ENSMUST00000185891	True	Fatal: Missing `CDS`
ENSMUST00000185892	True	Fatal: Missing `CDS`
ENSMUST00000185894	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185895	True	Fatal: Missing `CDS`
ENSMUST00000185897	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185898	True	Fatal: Missing `CDS`
ENSMUST00000185899	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185900	True	Fatal: Missing `CDS`
ENSMUST00000185901	True	Fatal: Missing `CDS`
ENSMUST00000185902	True	Fatal: Missing `CDS`
ENSMUST00000185903	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000185904	False	Warning: Missing `3'UTR'
ENSMUST00000185905	True	Fatal: Missing `CDS`
ENSMUST00000185906	True	Fatal: Missing `CDS`
ENSMUST00000185907	True	Fatal: Missing `CDS`
ENSMUST00000185908	True	Fatal: Missing `CDS`
ENSMUST00000185910	True	Fatal: Missing `CDS`
ENSMUST00000185911	True	Fatal: Missing `CDS`
ENSMUST00000185915	True	Fatal: Missing `CDS`
ENSMUST00000185916	True	Fatal: Missing `CDS`
ENSMUST00000185917	True	Fatal: Missing `CDS`
ENSMUST00000185918	True	Fatal: Missing `CDS`
ENSMUST00000185920	False	Warning: Missing `3'UTR'
ENSMUST00000185921	True	Fatal: Missing `CDS`
ENSMUST00000185922	True	Fatal: Missing `CDS`
ENSMUST00000185923	True	Fatal: Missing `CDS`
ENSMUST00000185925	True	Fatal: Missing `CDS`
ENSMUST00000185927	True	Fatal: Missing `CDS`
ENSMUST00000185928	True	Fatal: Missing `CDS`
ENSMUST00000185929	False	Warning: Missing `3'UTR'
ENSMUST00000185930	False	Warning: Missing `3'UTR'
ENSMUST00000185931	True	Fatal: Missing `CDS`
ENSMUST00000185932	True	Fatal: Missing `CDS`
ENSMUST00000185933	True	Fatal: Missing `CDS`
ENSMUST00000185934	True	Fatal: Missing `CDS`
ENSMUST00000185935	True	Fatal: Missing `CDS`
ENSMUST00000185936	True	Fatal: Missing `CDS`
ENSMUST00000185937	True	Fatal: Missing `CDS`
ENSMUST00000185938	True	Fatal: Missing `CDS`
ENSMUST00000185939	True	Fatal: Missing `CDS`
ENSMUST00000185940	False	Warning: Missing `5'UTR'
ENSMUST00000185941	True	Fatal: Missing `CDS`
ENSMUST00000185942	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185943	True	Fatal: Missing `CDS`
ENSMUST00000185944	True	Fatal: Missing `CDS`
ENSMUST00000185945	True	Fatal: Missing `CDS`
ENSMUST00000185946	True	Fatal: Missing `CDS`
ENSMUST00000185947	True	Fatal: Missing `CDS`
ENSMUST00000185948	True	Fatal: Missing `CDS`
ENSMUST00000185949	False	Warning: Missing `3'UTR'
ENSMUST00000185950	True	Fatal: Missing `CDS`
ENSMUST00000185951	True	Fatal: Missing `CDS`
ENSMUST00000185952	True	Fatal: Missing `CDS`
ENSMUST00000185953	True	Fatal: Missing `CDS`
ENSMUST00000185954	True	Fatal: Missing `CDS`
ENSMUST00000185955	True	Fatal: Missing `CDS`
ENSMUST00000185957	True	Fatal: Missing `CDS`
ENSMUST00000185958	True	Fatal: Missing `CDS`
ENSMUST00000185959	True	Fatal: Missing `CDS`
ENSMUST00000185960	True	Fatal: Missing `CDS`
ENSMUST00000185961	True	Fatal: Missing `CDS`
ENSMUST00000185962	True	Fatal: Missing `CDS`
ENSMUST00000185963	True	Fatal: Missing `CDS`
ENSMUST00000185964	True	Fatal: Missing `CDS`
ENSMUST00000185965	True	Fatal: Missing `CDS`
ENSMUST00000185966	True	Fatal: Missing `CDS`
ENSMUST00000185967	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185968	False	Warning: Missing `3'UTR'
ENSMUST00000185969	True	Fatal: Missing `CDS`
ENSMUST00000185970	True	Fatal: Missing `CDS`
ENSMUST00000185971	True	Fatal: Missing `CDS`
ENSMUST00000185972	True	Fatal: Missing `CDS`
ENSMUST00000185973	True	Fatal: Missing `CDS`
ENSMUST00000185974	True	Fatal: Missing `CDS`
ENSMUST00000185975	True	Fatal: Missing `CDS`
ENSMUST00000185976	True	Fatal: Missing `CDS`
ENSMUST00000185977	True	Fatal: Missing `CDS`
ENSMUST00000185978	True	Fatal: Missing `CDS`
ENSMUST00000185979	True	Fatal: Missing `CDS`
ENSMUST00000185980	True	Fatal: Missing `CDS`
ENSMUST00000185981	True	Fatal: Missing `CDS`
ENSMUST00000185982	True	Fatal: Missing `CDS`
ENSMUST00000185983	True	Fatal: Missing `CDS`
ENSMUST00000185984	True	Fatal: Missing `CDS`
ENSMUST00000185985	True	Fatal: Missing `CDS`
ENSMUST00000185987	True	Fatal: Missing `CDS`
ENSMUST00000185988	True	Fatal: Missing `CDS`
ENSMUST00000185989	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000185990	False	Warning: Missing `3'UTR'
ENSMUST00000185991	True	Fatal: Missing `CDS`
ENSMUST00000185992	True	Fatal: Missing `CDS`
ENSMUST00000185993	True	Fatal: Missing `CDS`
ENSMUST00000185994	True	Fatal: Missing `CDS`
ENSMUST00000185995	True	Fatal: Missing `CDS`
ENSMUST00000185996	True	Fatal: Missing `CDS`
ENSMUST00000185997	True	Fatal: Missing `CDS`
ENSMUST00000185998	True	Fatal: Missing `CDS`
ENSMUST00000185999	True	Fatal: Missing `CDS`
ENSMUST00000186000	True	Fatal: Missing `CDS`
ENSMUST00000186001	True	Fatal: Missing `CDS`
ENSMUST00000186002	False	Warning: Missing `3'UTR'
ENSMUST00000186005	True	Fatal: Missing `CDS`
ENSMUST00000186006	True	Fatal: Missing `CDS`
ENSMUST00000186007	True	Fatal: Missing `CDS`
ENSMUST00000186008	True	Fatal: Missing `CDS`
ENSMUST00000186009	True	Fatal: Missing `CDS`
ENSMUST00000186010	True	Fatal: Missing `CDS`
ENSMUST00000186011	True	Fatal: Missing `CDS`
ENSMUST00000186012	True	Fatal: Missing `CDS`
ENSMUST00000186013	True	Fatal: Missing `CDS`
ENSMUST00000186014	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000186015	True	Fatal: Missing `CDS`
ENSMUST00000186016	True	Fatal: Missing `CDS`
ENSMUST00000186018	True	Fatal: Missing `CDS`
ENSMUST00000186019	True	Fatal: Missing `CDS`
ENSMUST00000186020	True	Fatal: Missing `CDS`
ENSMUST00000186021	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000186024	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000186025	True	Fatal: Missing `CDS`
ENSMUST00000186026	True	Fatal: Missing `CDS`
ENSMUST00000186027	True	Fatal: Missing `CDS`
ENSMUST00000186028	True	Fatal: Missing `CDS`
ENSMUST00000186029	True	Fatal: Missing `CDS`
ENSMUST00000186030	True	Fatal: Missing `CDS`
ENSMUST00000186032	True	Fatal: Missing `CDS`
ENSMUST00000186033	False	Warning: Missing `5'UTR'
ENSMUST00000186034	True	Fatal: Missing `CDS`
ENSMUST00000186036	True	Fatal: Missing `CDS`
ENSMUST00000186037	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000186038	False	Warning: Missing `3'UTR'
ENSMUST00000186039	True	Fatal: Missing `CDS`
ENSMUST00000186040	True	Fatal: Missing `CDS`
ENSMUST00000186041	True	Fatal: Missing `CDS`
ENSMUST00000186042	True	Fatal: Missing `CDS`
ENSMUST00000186043	False	Warning: Missing `3'UTR'
ENSMUST00000186044	True	Fatal: Missing `CDS`
ENSMUST00000186045	True	Fatal: `CDS` not in `mRNA`
ENSMUST00000186046	True	Fatal: Missing `CDS`
ENSMUST00000186048	True	Fatal: Missing `CDS`
ENSMUST00000186050	True	Fatal: Missing `CDS`
ENSMUST00000186052	True	Fatal: Missing `CDS`
ENSMUST00000186054	True	Fatal: Missing `CDS`
ENSMUST00000186055	True	Fatal: Missing `CDS`
ENSMUST00000186058	True	Fatal: Missing `CDS`
ENSMUST00000186059	False	Warning: Missing `3'UTR'
ENSMUST00000186060	True	Fatal: Missing `CDS`
ENSMUST00000186061	True	Fatal: Missing `CDS`
ENSMUST00000186062	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000186064	True	Fatal: Missing `CDS`
ENSMUST00000186065	True	Fatal: Missing `CDS`
ENSMUST00000186066	True	Fatal: Missing `CDS`
ENSMUST00000186067	True	Fatal: Missing `CDS`
ENSMUST00000186068	False	Warning: Missing `3'UTR'
ENSMUST00000186069	True	Fatal: Missing `CDS`
ENSMUST00000186070	True	Fatal: Missing `CDS`
ENSMUST00000186071	True	Fatal: Missing `CDS`
ENSMUST00000186072	True	Fatal: Missing `CDS`
ENSMUST00000186073	True	Fatal: Missing `CDS`
ENSMUST00000186074	True	Fatal: Missing `CDS`
ENSMUST00000186076	True	Fatal: Missing `CDS`
ENSMUST00000186077	True	Fatal: Missing `CDS`
ENSMUST00000186078	True	Fatal: Missing `CDS`
ENSMUST00000186079	True	Fatal: Missing `CDS`
ENSMUST00000186080	True	Fatal: Missing `CDS`
ENSMUST00000186081	True	Warning: Missing `5'UTR'; Warning: Missing `3'UTR'
ENSMUST00000186082	True	Fatal: Missing `CDS`
ENSMUST00000186083	True	Fatal: Missing `CDS`
ENSMUST00000186084	True	Fatal: Missing `CDS`
ENSMUST00000186085	True	Fatal: Missing `CDS`
ENSMUST00000186086	True	Fatal: Missing `CDS`
ENSMUST00000186087	False	Warning: Missing `3'UTR'
ENSMUST00000186088	True	Fatal: Missing `CDS`
ENSMUST00000186089	True	Fatal: `CDS` not in `mRNA`
